time,open,high,low,close,volume,ema,rsi,obv,vwap,bb_upper,bb_middle,bb_lower
2024-11-04T20:59:00,219.96,220.12,219.95,220.09,512212,,,,220.09,,,
2024-11-04T21:00:00,220.09,220.14,220.01,220.02,530344,,,-530344,220.05439128449694,,,
2024-11-04T21:01:00,220.02,220.14,220.01,220.09,20867,,,-509477,220.05509001592029,,,
2024-11-04T21:02:00,220.09,220.15,220.09,220.12,37538,,,-471939,220.0573031651439,,,
2024-11-04T21:03:00,220.12,220.15,220.07,220.07,42805,,,-514744,220.0577783392757,,,
2024-11-04T21:04:00,220.025,220.09,220.025,220.09,4559,,,-510185,220.05790626347073,,,
2024-11-04T21:05:00,220.13,220.17,220.09,220.1,69773,,,-440412,220.06031740467517,,,
2024-11-04T21:06:00,220.12,220.12,220.1,220.11,31929,,,-408483,220.06158642973315,,,
2024-11-04T21:07:00,220.11,220.17,220.11,220.16,129975,,,-278508,220.07085547702107,,,
2024-11-04T21:08:00,220.15,220.2385,220.08,220.12,101633,,,-380141,220.07422655377337,,,
2024-11-04T21:09:00,220.08,220.08,220,220,20480,,,-400621,220.07321454083078,,,
2024-11-04T21:10:00,220.04,220.05,220.04,220.04,55772,,,-344849,220.0720254678292,,,
2024-11-04T21:11:00,220.04,220.05,220.04,220.04,5115,,,-344849,220.07192066292944,,,
2024-11-04T21:12:00,220.04,220.09,220.04,220.05,359535,,,14686,220.06782126429817,,,
2024-11-04T21:13:00,220.03,220.1,220,220.1,31139,220.0814285714286,50.877192982455355,45825,220.06833415059612,,,
2024-11-04T21:14:00,220.11,220.13,220.11,220.13,1799,220.08790476190478,60.377358490564625,47624,220.0683908820108,,,
2024-11-04T21:15:00,220.1,220.11,220.1,220.11,671,220.09085079365082,52.083333333334444,46953,220.06840515482997,,,
2024-11-04T21:16:00,220.09,220.1,220.04,220.04,12761,220.0840706878307,42.30769230769126,34192,220.06822105360996,,,
2024-11-04T21:17:00,220.03,220.03,219.99,219.99,10722,220.07152792945325,42.307692307693564,23470,220.06779739537055,,,
2024-11-04T21:18:00,220.09,220.09,220,220,128665,220.06199087219284,41.17647058823431,152135,220.06365985483998,220.16779209935092,220.07350000000002,219.97920790064913
2024-11-04T21:19:00,220.02,220.02,220.01,220.01,1931,220.05505875590046,41.17647058823431,154066,220.06361075240793,220.16737236586494,220.0695,219.97162763413507
2024-11-04T21:20:00,220,220,219.95,219.97,2839,220.04371758844707,37.03703703703411,151227,220.0634849819977,220.1720904372434,220.06700000000006,219.96190956275672
2024-11-04T21:21:00,219.99,219.99,219.98,219.99,2634,220.03655524332078,33.33333333333333,153861,220.06339349472373,220.17165400129502,220.06200000000004,219.95234599870506
2024-11-04T21:22:00,220.03,220.03,220.01,220.01,1871,220.03301454421134,38.775510204079154,155732,220.063346318349,220.16499423947846,220.05650000000006,219.94800576052165
2024-11-04T21:23:00,220.01,220.02,220.01,220.02,1500,220.03127927164985,52.631578947369995,157232,220.06331563530966,220.16343491216247,220.05400000000003,219.9445650878376
2024-11-04T21:24:00,220.01,220.01,220.01,220.01,1003,220.02844203542986,45.71428571428548,156229,220.06329041183506,220.15972693379481,220.05000000000004,219.94027306620526
2024-11-04T21:28:00,219.97,219.97,219.97,219.97,430,220.0206497640392,41.02564102564158,155799,220.06327149420278,220.15597666424645,220.04350000000005,219.93102333575365
2024-11-04T21:29:00,220,220,220,220,102,220.01789646216733,43.902439024388386,155901,220.0632684508753,220.147654001295,220.038,219.92834599870503
2024-11-04T21:31:00,219.97,219.98,219.97,219.97,750,220.0115102672117,33.33333333333333,155151,220.06323547602145,220.12653570778042,220.02850000000004,219.93046429221965
2024-11-04T21:32:00,219.96,219.96,219.96,219.96,4096,220.00464223158346,27.02702702702723,151055,220.0630365287351,220.11333856957106,220.0205,219.92766143042894
2024-11-04T21:33:00,219.96,219.96,219.96,219.96,1801,219.99868993403902,28.57142857142742,151055,220.06294929465304,220.11468211892029,220.0185,219.9223178810797
2024-11-04T21:34:00,219.96,219.96,219.96,219.96,18609,219.99353127616715,35.71428571428717,151055,220.06205651347244,220.1133888264669,220.0145,219.9156111735331
2024-11-04T21:36:00,219.96,219.9602,219.96,219.96,16981,219.98906043934488,43.47826086956468,151055,220.0612552425259,220.1113910303248,220.0105,219.90960896967522
2024-11-04T21:37:00,220.09,220.09,220.09,220.09,25467,220.00251904743226,62.85714285714355,176522,220.06158976707115,220.1179277003448,220.0125,219.90707229965517
2024-11-04T21:40:00,219.97,219.97,219.92,219.92,5089,219.99151650777463,41.17647058823529,171433,220.0612612582218,220.10824254150054,220.00349999999997,219.8987574584994
2024-11-04T21:41:00,219.93,219.93,219.91,219.91,1224,219.98064764007137,43.75,170209,220.06117689569174,220.08755261700762,219.99249999999998,219.89744738299234
