time,open,high,low,close,volume,ema,rsi,obv,vwap,bb_upper,bb_middle,bb_lower
2022-10-21T04:00:00,151.98,154.31,151.83,154.15,7125600,,,,154.15,,,
2022-10-24T04:00:00,153.45,154.06,153.06,153.65,4998390,,,-4998390,153.94386365379714,,,
2022-10-25T04:00:00,153.9599,154.79,153.83,154,3587017,,,-1411373,153.9566802751727,,,
2022-10-26T04:00:00,154.78,155.73,154.78,154.98,4472602,,,3061229,154.18344357840067,,,
2022-10-27T04:00:00,154.7148,155.09,154.22,154.74,3804502,,,-743273,154.27171313906294,,,
2022-10-28T04:00:00,152.96,153.54,152.5,153.16,4951914,,,-5695187,154.0814884292602,,,
2022-10-31T04:00:00,152.16,152.8721,151.89,151.91,6517347,,,-12212534,153.68235158403732,,,
2022-11-01T04:00:00,153.82,153.98,152.87,153.46,4849607,,,-7362927,153.6555989514868,,,
2022-11-02T04:00:00,154.16,155.42,152.26,152.39,7310766,,,-14673693,153.46129118273032,,,
2022-11-03T04:00:00,150.699,151.955,150.5703,151.81,5483187,,,-20156880,153.29077932907094,,,
2022-11-04T04:00:00,154.95,156.6,154.66,156.47,7996403,,,-12160477,153.70687488725983,,,
2022-11-07T05:00:00,156.22,156.569,155.81,155.85,4425710,,,-16586187,153.85163083141208,,,
2022-11-08T05:00:00,155.99,159.87,155.975,159.45,11299635,,,-5286552,154.67507943018913,,,
2022-11-09T05:00:00,159.359,160.35,158.45,158.65,6040627,,,-11327179,154.9648459551584,,,
2022-11-10T05:00:00,162.01,163.51,161.655,163.48,9939858,155.8007142857143,70.63246351172049,-1387321,155.8768775874185,,,
2022-11-11T05:00:00,163.914,164.58,163.42,164.56,4618722,156.96861904761903,73.52307028891767,3231401,156.28853999461128,,,
2022-11-14T05:00:00,164.2,165.24,164.15,164.92,6187552,158.02880317460315,73.5344827586207,9418953,156.804010478138,,,
2022-11-15T05:00:00,165.27,166.23,164.56,165.5,9903495,159.02496275132273,73.07017543859654,19322448,157.5626966094454,,,
2022-11-16T05:00:00,165.41,165.71,164.8301,165.12,3645845,159.83763438447968,72.62423714036616,15676603,157.797871105246,,,
2022-11-17T05:00:00,163.79,164.1099,163.4,163.92,4578129,160.3819497998824,73.84751773049643,11098474,158.02810445267758,167.5056779311074,157.6085,147.71132206889257
2022-11-18T05:00:00,163.38,163.69,162.68,162.79,4317433,160.70302315989807,74.24242424242424,6781041,158.19120208831208,168.04974467679756,158.0405,148.03125532320246
2022-11-21T05:00:00,162.44,162.5,161.28,161.88,4766512,160.859953405245,69.31192660550457,2014529,158.32560496910995,168.3817887187996,158.452,148.52221128120038
2022-11-22T05:00:00,162.3,162.6,161.72,162.07,3203837,161.02129295121233,73.13575525812625,5218366,158.41511408375578,168.68420179626995,158.8555,149.02679820373007
2022-11-23T05:00:00,161.69,163.24,161.56,163.08,4167005,161.29578722438401,76.39344262295084,9385371,158.5557781297205,169.08458565719988,159.26050000000004,149.4364143428002
2022-11-25T05:00:00,162.85,163.43,162.765,163.22,1436508,161.55234892779947,70.05347593582889,10821879,158.6037640801694,169.42319082577325,159.6845,149.94580917422678
2022-11-28T05:00:00,162.93,163.06,161.91,161.93,4053918,161.60270240409287,67.37142857142864,6767961,158.69761213568114,169.4271713225843,160.123,150.8188286774157
2022-11-29T05:00:00,162.7,163.6299,162.6,162.73,2620637,161.75300875021384,61.15646258503404,9388598,158.76984197591136,169.22352662242488,160.66400000000002,152.10447337757515
2022-11-30T05:00:00,163.69,164.81,162.4,164.81,4874746,162.16060758351867,69.27409261576972,14263344,158.96460796548143,169.29596594635998,161.23149999999998,153.16703405363998
2022-12-01T05:00:00,167.48,167.95,166.975,167.84,8625780,162.9178599057162,65.37376586741894,22889124,159.44367934115797,169.47049958146386,162.004,154.53750041853613
2022-12-02T05:00:00,166.18,167.47,165.76,167.26,5185316,163.49681191828736,59.86842105263154,17703808,159.68933323829648,168.94927660376592,162.7765,156.60372339623407
2022-12-05T05:00:00,166.55,166.72,164.3201,164.39,5436175,163.61590366251573,48.36318715256331,12267633,159.83927415582625,168.65357608047904,163.17249999999996,157.69142391952087
2022-12-06T05:00:00,165.2,165.54,164.45,164.84,3597758,163.77911650751363,47.94520547945206,15865391,159.9426596260957,167.9884979102251,163.622,159.25550208977492
2022-12-07T05:00:00,165.4699,166.64,165.318,166.33,4610697,164.11923430651183,53.52358765288295,20476088,160.10752307899264,168.03766992768325,163.966,159.89433007231676
2022-12-08T05:00:00,166.58,167.045,166.07,166.47,3217874,164.43266973231025,57.91433891992554,23693962,160.22010776288715,167.758323859911,164.35699999999997,160.95567614008894
2022-12-09T05:00:00,167.26,168.085,166.6,167.06,5430024,164.78298043466887,63.71226718047529,29123986,160.4184234148782,168.10646999707322,164.536,160.96553000292678
