start,low,high,open,close,volume
1730814180,557.94,557.94,557.94,557.94,207
1730815440,558.49,558.49,558.49,558.49,268
1730816580,558.5,558.5,558.5,558.5,326
1730816940,558.5,558.5,558.5,558.5,364
1730817000,554.4,558.84,558.28,555.1,36142
1730817060,555.15,555.99,555.15,555.55,13081
1730817120,554.9135,557.1561,555.55,557.1561,13828
1730817180,556.465,557.1699,556.475,556.47,2847
1730817240,555.11,556.465,556.38,555.885,6014
1730817300,555.5,556.19,556.02,556.19,6950
1730817360,556.04,557.57,556.09,557.34,14364
1730817420,557.99,559.59,558.19,559.46,5112
1730817480,558.0201,559.44,559.44,558.0201,6235
1730817540,558.71,558.725,558.71,558.71,1384
1730817600,557.52,558.9199,558.71,557.52,3597
1730817660,557.31,558.65,557.5,558.63,6106
1730817720,556.89,558.3382,558.27,557.63,6440
1730817780,557.655,558.14,557.66,558.01,1759
1730817840,557.78,558.58,558.32,558.18,6084
1730817900,557.42,558.085,558.07,557.69,3624
1730817960,557.68,558.34,557.68,558.34,7998
1730818020,557.66,558.87,558.05,558.51,7884
1730818080,557.96,558.56,558.55,558.47,8545
1730818140,558.25,558.51,558.25,558.5,2037
1730818200,557.555,558.665,558.425,557.68,5856
1730818260,557.675,558.3,557.675,558.17,3106
1730818320,558.3,558.875,558.3,558.875,6030
1730818380,558.61,559.59,558.875,559.24,8752
1730818440,559.4,559.4535,559.405,559.4,2870
1730818500,559.35,559.7778,559.64,559.605,6236
1730818560,559.5562,560.12,559.5562,559.88,9732
1730818620,559.9058,560.29,559.9058,560.11,11994
1730818680,559.75,559.985,559.9704,559.81,16061
1730818740,559.83,560.47,559.83,559.92,6770
1730818800,559.92,560.3299,560.17,560.01,4500
1730818860,559.725,560.61,560.08,560.5,5424
1730818920,560.49,560.8199,560.53,560.72,8319
1730818980,561,561.64,561,561.38,9311
1730819040,561.09,561.45,561.33,561.27,4729
1730819100,560.99,561.61,561.1,561.61,4482
1730819160,561.29,561.5525,561.505,561.48,4391
1730819220,560.837,561.32,561.01,561.18,2596
1730819280,561,561.31,561.12,561.31,5301
1730819340,561.3,561.585,561.37,561.45,4285
1730819400,561.47,562.23,561.54,562.02,9613
1730819460,561.7,561.965,561.95,561.82,2664
1730819520,561.5763,562.38,561.7,562.28,5868
1730819580,562.26,562.52,562.26,562.5,3373
1730819640,562.565,562.99,562.6999,562.99,2979
1730819700,562.64,562.88,562.71,562.77,3862
1730819760,562.51,562.85,562.715,562.5111,3178
1730819820,562.6,562.79,562.695,562.6,3202
1730819880,562.6938,562.86,562.7,562.76,4198
1730819940,562.51,562.84,562.62,562.75,3603
1730820000,562.37,562.7,562.7,562.445,3101
